word1,word2,path_similarity,wu_palmer_similarity,ic_resnik
rights,issue,5,0.6153846153846154,6.720643983969925
rights,shares,11,0.15384615384615385,6.720643983969925
rights,offered,inf,0,6.720643983969925
rights,special,9,0.15384615384615385,6.720643983969925
rights,price,12,0.14285714285714285,6.720643983969925
rights,company,12,0.14285714285714285,6.720643983969925
rights,existing,inf,0,6.720643983969925
rights,shareholders,14,0.0,6.720643983969925
rights,hold,12,0.25,6.720643983969925
rights,subscription,14,0.125,6.720643983969925
issue,offered,inf,0,7.86904693714105
issue,special,8,0.2,7.86904693714105
issue,price,9,0.18181818181818182,7.86904693714105
issue,existing,inf,0,7.86904693714105
issue,shareholders,11,0.0,7.86904693714105
issue,hold,9,0.3076923076923077,7.86904693714105
issue,subscription,11,0.15384615384615385,7.86904693714105
shares,offered,inf,0,6.635777763326684
shares,special,8,0.2,6.635777763326684
shares,price,9,0.18181818181818182,6.635777763326684
shares,existing,inf,0,6.635777763326684
shares,shareholders,11,0.0,6.635777763326684
shares,hold,11,0.15384615384615385,6.635777763326684
shares,subscription,7,0.46153846153846156,6.635777763326684
offered,special,inf,0,8.686756840342758
offered,price,inf,0,8.686756840342758
offered,company,inf,0,8.686756840342758
offered,existing,inf,0,8.686756840342758
offered,shareholders,inf,0,8.686756840342758
offered,hold,inf,0,8.686756840342758
offered,subscription,inf,0,8.686756840342758
special,price,9,0.18181818181818182,7.285272313728892
special,company,9,0.18181818181818182,7.285272313728892
special,existing,inf,0,7.285272313728892
special,shareholders,11,0.0,7.285272313728892
special,hold,10,0.15384615384615385,7.285272313728892
special,subscription,11,0.15384615384615385,7.285272313728892
price,existing,inf,0,6.400633024402784
price,shareholders,12,0.0,6.400633024402784
price,hold,12,0.14285714285714285,6.400633024402784
price,subscription,12,0.14285714285714285,6.400633024402784
company,existing,inf,0,6.363969040031193
company,shareholders,12,0.0,6.363969040031193
company,hold,12,0.14285714285714285,6.363969040031193
company,subscription,12,0.14285714285714285,6.363969040031193
existing,shareholders,inf,0,7.608763838877384
existing,hold,inf,0,7.608763838877384
existing,subscription,inf,0,7.608763838877384
shareholders,hold,14,0.0,8.915015492323738
shareholders,subscription,14,0.0,8.915015492323738
hold,subscription,14,0.125,7.9341862393120115
related,diaphragm,inf,0,5.174906848441011
related,colon,inf,0,5.174906848441011
diaphragm,colon,15,0.1111111111111111,10.180681865655014
secretary,organ,9,0.18181818181818182,11.192282777333494
added,lowers,inf,0,7.851189319741044
added,value,inf,0,7.851189319741044
added,purity,inf,0,7.851189319741044
lowers,value,19,0.0,7.718764734091712
lowers,purity,16,0.0,7.718764734091712
value,purity,12,0.14285714285714285,6.476018543839816
virus,survives,inf,0,8.404189868557747
virus,bacteria,2,1.0,8.404189868557747
virus,host,5,1.0,8.404189868557747
virus,causing,10,0.0,8.404189868557747
virus,death,11,0.0,8.404189868557747
survives,bacteria,inf,0,9.144589933968238
survives,host,inf,0,9.144589933968238
survives,causing,inf,0,9.144589933968238
survives,death,inf,0,9.144589933968238
bacteria,host,5,0.8333333333333334,7.833645010090134
bacteria,causing,11,0.0,7.833645010090134
bacteria,death,12,0.0,7.833645010090134
host,causing,10,0.0,8.247843798167054
host,death,11,0.0,8.247843798167054
causing,death,5,0.5454545454545454,7.905748303991478
back,side,8,0.2,7.419521839238855
back,outer,inf,0,7.419521839238855
back,organ,2,0.8,7.419521839238855
back,part,7,0.0,7.419521839238855
back,organism,7,0.2,7.419521839238855
side,outer,inf,0,7.221990863781372
side,part,7,0.0,7.221990863781372
side,organism,6,0.4,7.221990863781372
outer,portion,inf,0,8.467703274280073
outer,organ,inf,0,8.467703274280073
outer,part,inf,0,8.467703274280073
outer,organism,inf,0,8.467703274280073
portion,organ,7,0.0,5.5910868914523935
portion,organism,6,0.0,5.5910868914523935
organ,organism,7,0.2,7.184949592101023
part,organism,6,0.0,5.5910868914523935
arrangement,providing,inf,0,7.726546874533767
arrangement,loan,12,0.14285714285714285,7.726546874533767
arrangement,may,13,0.13333333333333333,7.726546874533767
arrangement,short,13,0.0,7.726546874533767
arrangement,term,12,0.14285714285714285,7.726546874533767
providing,loan,inf,0,6.063864447580855
providing,may,inf,0,6.063864447580855
providing,short,inf,0,6.063864447580855
providing,term,inf,0,6.063864447580855
loan,short,11,0.0,6.34220754824968
loan,term,8,0.3333333333333333,6.34220754824968
peritoneal,depression,inf,0,9.443082922524235
peritoneal,either,inf,0,9.443082922524235
peritoneal,side,inf,0,9.443082922524235
depression,present,6,0.4,9.24637262827818
depression,either,inf,0,9.24637262827818
depression,side,9,0.0,9.24637262827818
depression,rectum,11,0.0,9.24637262827818
present,either,inf,0,6.369987112356756
present,side,7,0.0,6.369987112356756
either,rectum,inf,0,7.9341862393120115
side,rectum,8,0.2,7.221990863781372
uncus,hook,13,0.0,11.479964849785274
uncus,shaped,inf,0,11.479964849785274
uncus,process,11,0.15384615384615385,11.479964849785274
uncus,part,8,0.2,11.479964849785274
hook,shaped,inf,0,10.381352561117165
hook,process,15,0.0,10.381352561117165
hook,part,10,0.0,10.381352561117165
shaped,process,inf,0,7.924616788295861
rate,demand,7,0.2222222222222222,6.638405885732952
rate,supply,6,0.25,6.638405885732952
currency,demand,9,0.18181818181818182,7.2079391103257215
currency,supply,6,0.4,7.2079391103257215
may,demand,10,0.16666666666666666,6.229438147073586
may,supply,7,0.36363636363636365,6.229438147073586
vary,demand,inf,0,9.052216613837222
vary,supply,inf,0,9.052216613837222
depending,demand,inf,0,8.03528235618338
depending,supply,inf,0,8.03528235618338
demand,supply,7,0.2222222222222222,7.336830123393742
keratitis,non,inf,0,10.786817669225329
keratitis,communicable,inf,0,10.786817669225329
non,communicable,inf,0,7.60184339603281
backup,facility,8,0.2,9.487534685095069
backup,used,inf,0,9.487534685095069
backup,data,9,0.0,9.487534685095069
backup,loss,10,0.0,9.487534685095069
backup,prevention,10,0.0,9.487534685095069
backup,recovery,13,0.0,9.487534685095069
facility,data,7,0.0,7.331553066292898
facility,loss,7,0.0,7.331553066292898
facility,prevention,10,0.0,7.331553066292898
facility,recovery,12,0.0,7.331553066292898
used,prevention,inf,0,4.985706850608566
used,recovery,inf,0,4.985706850608566
data,loss,7,0.2222222222222222,5.900235023799053
data,prevention,6,0.2,5.900235023799053
data,recovery,9,0.16666666666666666,5.900235023799053
loss,prevention,9,0.18181818181818182,7.069188801825407
loss,recovery,11,0.15384615384615385,7.069188801825407
prevention,recovery,8,0.42857142857142855,9.282740272449056
set,instructions,15,0.0,6.692473107003229
set,central,11,0.0,6.692473107003229
set,processing,7,0.0,6.692473107003229
set,unit,6,0.25,6.692473107003229
set,designed,inf,0,6.692473107003229
set,usable,inf,0,6.692473107003229
set,translated,inf,0,6.692473107003229
set,also,inf,0,6.692473107003229
set,called,inf,0,6.692473107003229
set,machine,9,0.0,6.692473107003229
instructions,central,16,0.2,8.209129285986362
instructions,processing,14,0.125,8.209129285986362
instructions,unit,16,0.0,8.209129285986362
instructions,designed,inf,0,8.209129285986362
instructions,usable,inf,0,8.209129285986362
instructions,translated,inf,0,8.209129285986362
specific,central,13,0.0,5.9065441929923175
specific,processing,9,0.0,5.9065441929923175
specific,unit,8,0.2,5.9065441929923175
specific,designed,inf,0,5.9065441929923175
specific,usable,inf,0,5.9065441929923175
specific,translated,inf,0,5.9065441929923175
specific,also,inf,0,5.9065441929923175
specific,machine,12,0.0,5.9065441929923175
central,designed,inf,0,7.352830464740183
central,usable,inf,0,7.352830464740183
central,translated,inf,0,7.352830464740183
central,machine,10,0.2857142857142857,7.352830464740183
central,language,10,0.0,7.352830464740183
processing,designed,inf,0,7.629817248075216
processing,usable,inf,0,7.629817248075216
processing,translated,inf,0,7.629817248075216
processing,called,inf,0,7.629817248075216
processing,machine,7,0.2,7.629817248075216
processing,language,6,0.0,7.629817248075216
unit,designed,inf,0,6.749631520843177
unit,usable,inf,0,6.749631520843177
unit,computer,11,0.0,6.749631520843177
unit,translated,inf,0,6.749631520843177
unit,machine,10,0.0,6.749631520843177
unit,language,5,0.2857142857142857,6.749631520843177
designed,usable,inf,0,7.842378690058889
designed,computer,inf,0,7.842378690058889
designed,translated,15,0,7.842378690058889
designed,called,inf,0,7.842378690058889
designed,machine,inf,0,7.842378690058889
designed,language,inf,0,7.842378690058889
usable,computer,inf,0,10.499135596773549
usable,translated,inf,0,10.499135596773549
usable,also,inf,0,10.499135596773549
usable,called,inf,0,10.499135596773549
usable,machine,inf,0,10.499135596773549
usable,language,inf,0,10.499135596773549
computer,translated,inf,0,5.669822359138164
translated,also,inf,0,9.400523308105438
translated,called,inf,0,9.400523308105438
translated,machine,inf,0,9.400523308105438
translated,language,inf,0,9.400523308105438
also,machine,inf,0,5.755291016097697
also,language,inf,0,5.755291016097697
called,machine,inf,0,6.659683284180238
called,language,inf,0,6.659683284180238
substance,observed,inf,0,6.76146597849018
substance,toxic,inf,0,6.76146597849018
observed,toxic,inf,0,6.514791929765776
observed,cause,inf,0,6.514791929765776
observed,death,inf,0,6.514791929765776
toxic,nature,inf,0,9.400523308105438
nature,cause,9,0.18181818181818182,7.236242886488573
nature,death,8,0.2,7.236242886488573
expenditure,booked,inf,0,7.466589350096841
expenditure,fag,11,0.0,7.466589350096841
expenditure,end,11,0.0,7.466589350096841
expenditure,year,8,0.2,7.466589350096841
expenditure,budgetary,inf,0,7.466589350096841
expenditure,allocations,5,0.5454545454545454,7.466589350096841
booked,fag,inf,0,10.499135596773549
booked,end,inf,0,10.499135596773549
booked,year,inf,0,10.499135596773549
booked,budgetary,inf,0,10.499135596773549
booked,allocations,inf,0,10.499135596773549
fag,end,10,0.3333333333333333,12.578577138453385
fag,year,11,0.0,12.578577138453385
fag,budgetary,inf,0,12.578577138453385
fag,allocations,12,0.0,12.578577138453385
end,budgetary,inf,0,7.136159427931591
end,allocations,12,0.0,7.136159427931591
year,budgetary,inf,0,7.260457144609168
year,allocations,9,0.18181818181818182,7.260457144609168
budgetary,allocations,inf,0,10.786817669225329
highest,rate,inf,0,8.686756840342758
highest,modules,inf,0,8.686756840342758
highest,perform,inf,0,8.686756840342758
highest,reliably,inf,0,8.686756840342758
rate,modules,7,0.2222222222222222,6.638405885732952
rate,perform,inf,0,6.638405885732952
rate,reliably,inf,0,6.638405885732952
modules,perform,inf,0,9.052216613837222
modules,reliably,inf,0,9.052216613837222
perform,reliably,inf,0,7.1804144369356315
following,arrangement,10,0.16666666666666666,8.728429536743326
following,according,inf,0,8.728429536743326
following,length,6,0.25,8.728429536743326
following,service,9,0.18181818181818182,8.728429536743326
arrangement,according,inf,0,7.726546874533767
arrangement,length,10,0.16666666666666666,7.726546874533767
arrangement,service,11,0.26666666666666666,7.726546874533767
according,service,inf,0,7.396793588161299
length,service,9,0.18181818181818182,8.196550503779502
portion,thoracic,inf,0,5.5910868914523935
portion,cavity,8,0.0,5.5910868914523935
portion,middle,8,0.0,5.5910868914523935
portion,thorax,7,0.0,5.5910868914523935
portion,two,8,0.2,5.5910868914523935
portion,lungs,10,0.0,5.5910868914523935
portion,contains,inf,0,5.5910868914523935
portion,heart,9,0.18181818181818182,5.5910868914523935
portion,viscera,9,0.0,5.5910868914523935
portion,except,inf,0,5.5910868914523935
thoracic,middle,inf,0,9.939519808838126
thoracic,thorax,inf,0,9.939519808838126
thoracic,two,inf,0,9.939519808838126
thoracic,lungs,inf,0,9.939519808838126
thoracic,viscera,inf,0,9.939519808838126
thoracic,except,inf,0,9.939519808838126
cavity,thorax,9,0.18181818181818182,7.342135175623435
cavity,two,13,0.0,7.342135175623435
cavity,lungs,12,0.14285714285714285,7.342135175623435
cavity,viscera,11,0.15384615384615385,7.342135175623435
cavity,except,inf,0,7.342135175623435
middle,thorax,9,0.18181818181818182,7.63693471584408
middle,two,13,0.0,7.63693471584408
middle,lungs,12,0.14285714285714285,7.63693471584408
middle,contains,inf,0,7.63693471584408
middle,heart,14,0.0,7.63693471584408
middle,viscera,11,0.15384615384615385,7.63693471584408
middle,except,inf,0,7.63693471584408
thorax,two,12,0.0,10.093670488665383
thorax,lungs,5,0.6153846153846154,10.093670488665383
thorax,contains,inf,0,10.093670488665383
thorax,heart,13,0.0,10.093670488665383
thorax,except,inf,0,10.093670488665383
two,lungs,15,0.0,5.997938001168436
two,heart,13,0.13333333333333333,5.997938001168436
two,viscera,14,0.0,5.997938001168436
two,except,inf,0,5.997938001168436
lungs,contains,inf,0,7.711042687997802
lungs,heart,16,0.0,7.711042687997802
lungs,viscera,3,0.8,7.711042687997802
lungs,except,inf,0,7.711042687997802
contains,viscera,inf,0,6.517120219525367
contains,except,inf,0,6.517120219525367
heart,except,inf,0,7.425285543955606
viscera,except,inf,0,10.275992045459338
progress,company,14,0.125,8.728429536743326
progress,incredible,inf,0,8.728429536743326
company,incredible,inf,0,6.363969040031193
traditional,classroom,inf,0,9.400523308105438
traditional,approach,inf,0,9.400523308105438
traditional,combined,inf,0,9.400523308105438
traditional,online,inf,0,9.400523308105438
traditional,learning,inf,0,9.400523308105438
traditional,clicking,inf,0,9.400523308105438
traditional,mouse,inf,0,9.400523308105438
traditional,known,inf,0,9.400523308105438
traditional,blending,inf,0,9.400523308105438
classroom,approach,16,0.0,11.192282777333494
classroom,combined,inf,0,11.192282777333494
classroom,online,inf,0,11.192282777333494
classroom,learning,13,0.0,11.192282777333494
classroom,clicking,inf,0,11.192282777333494
classroom,mouse,14,0.3,11.192282777333494
classroom,known,inf,0,11.192282777333494
classroom,blending,16,0.0,11.192282777333494
approach,combined,inf,0,8.865005071749076
approach,online,inf,0,8.865005071749076
approach,learning,11,0.26666666666666666,8.865005071749076
approach,clicking,inf,0,8.865005071749076
approach,mouse,16,0.0,8.865005071749076
approach,known,inf,0,8.865005071749076
approach,blending,10,0.4444444444444444,8.865005071749076
combined,online,inf,0,9.02322907696397
combined,learning,inf,0,9.02322907696397
combined,clicking,inf,0,9.02322907696397
combined,mouse,inf,0,9.02322907696397
combined,known,inf,0,9.02322907696397
combined,blending,inf,0,9.02322907696397
online,learning,inf,0,9.052216613837222
online,clicking,inf,0,9.052216613837222
online,mouse,inf,0,9.052216613837222
online,known,inf,0,9.052216613837222
online,blending,inf,0,9.052216613837222
learning,clicking,inf,0,8.794387504535123
learning,mouse,13,0.0,8.794387504535123
learning,blending,11,0.26666666666666666,8.794387504535123
clicking,mouse,inf,0,11.192282777333494
clicking,known,inf,0,11.192282777333494
clicking,blending,inf,0,11.192282777333494
mouse,known,inf,0,10.013627780991847
mouse,blending,16,0.0,10.013627780991847
known,blending,inf,0,5.959838154936165
cell,contain,inf,0,6.089372207128067
cell,nucleus,11,0.15384615384615385,6.089372207128067
cell,organelles,10,0.16666666666666666,6.089372207128067
body,neuron,6,0.5,5.770642194753458
body,contain,inf,0,5.770642194753458
body,organelles,9,0.18181818181818182,5.770642194753458
neuron,contain,inf,0,9.082069576986903
neuron,nucleus,12,0.14285714285714285,9.082069576986903
neuron,organelles,11,0.15384615384615385,9.082069576986903
contain,nucleus,inf,0,6.517120219525367
contain,organelles,inf,0,6.517120219525367
nucleus,organelles,1,0.9230769230769231,8.728429536743326
relating,clerk,inf,0,5.174906848441011
recoveries,relating,inf,0,8.419694055093712
recoveries,establishment,11,0.35294117647058826,8.419694055093712
relating,establishment,inf,0,5.174906848441011
society,area,9,0.0,8.17185789118913
society,operation,7,0.2222222222222222,8.17185789118913
society,block,7,0.0,8.17185789118913
society,cater,inf,0,8.17185789118913
society,needs,7,0.2222222222222222,8.17185789118913
society,rural,inf,0,8.17185789118913
society,artisans,10,0.0,8.17185789118913
area,operation,8,0.0,6.30005571428754
area,block,6,0.4,6.30005571428754
area,cater,inf,0,6.30005571428754
area,needs,8,0.0,6.30005571428754
area,rural,inf,0,6.30005571428754
area,artisans,9,0.36363636363636365,6.30005571428754
operation,block,10,0.0,7.149231509498944
operation,cater,inf,0,7.149231509498944
operation,needs,4,0.6,7.149231509498944
operation,rural,inf,0,7.149231509498944
operation,artisans,11,0.0,7.149231509498944
block,cater,inf,0,8.209129285986362
block,needs,10,0.0,8.209129285986362
block,rural,inf,0,8.209129285986362
block,artisans,8,0.5454545454545454,8.209129285986362
cater,needs,inf,0,11.479964849785274
cater,rural,inf,0,11.479964849785274
cater,artisans,inf,0,11.479964849785274
needs,rural,inf,0,7.396793588161299
needs,artisans,11,0.0,7.396793588161299
rural,artisans,inf,0,8.840907520170015
phenomenon,observed,inf,0,9.02322907696397
phenomenon,type,12,0.0,9.02322907696397
phenomenon,species,8,0.0,9.02322907696397
known,rare,inf,0,5.959838154936165
known,case,inf,0,5.959838154936165
known,earlier,inf,0,5.959838154936165
known,instruments,inf,0,5.959838154936165
known,proved,inf,0,5.959838154936165
known,wrong,inf,0,5.959838154936165
rare,case,inf,0,8.646751505729059
rare,earlier,inf,0,8.646751505729059
rare,instruments,inf,0,8.646751505729059
rare,proved,inf,0,8.646751505729059
rare,wrong,inf,0,8.646751505729059
case,earlier,inf,0,7.041242871434847
case,instruments,11,0.0,7.041242871434847
case,proved,inf,0,7.041242871434847
case,wrong,10,0.16666666666666666,7.041242871434847
earlier,instruments,inf,0,8.045977645300129
earlier,proved,inf,0,8.045977645300129
earlier,wrong,inf,0,8.045977645300129
instruments,proved,inf,0,7.065148392288402
instruments,wrong,13,0.0,7.065148392288402
proved,wrong,inf,0,8.518134127906965
made,defaulting,inf,0,5.459750889391307
made,usual,inf,0,5.459750889391307
made,behaviour,inf,0,5.459750889391307
defaulting,usual,inf,0,11.192282777333494
defaulting,behaviour,inf,0,11.192282777333494
usual,behaviour,inf,0,8.728429536743326
expenditure,usual,inf,0,7.466589350096841
expenditure,nature,7,0.2222222222222222,7.466589350096841
usual,nature,inf,0,8.728429536743326
rate,move,10,0.16666666666666666,6.638405885732952
rate,direction,10,0.0,6.638405885732952
rate,frequently,inf,0,6.638405885732952
move,direction,14,0.0,7.9341862393120115
move,frequently,inf,0,7.9341862393120115
direction,frequently,inf,0,7.842378690058889
tax,evasion,12,0.14285714285714285,6.864844332944015
tax,come,10,0.3076923076923077,6.864844332944015
tax,economic,inf,0,6.864844332944015
tax,crime,13,0.13333333333333333,6.864844332944015
evasion,come,12,0.15384615384615385,12.578577138453385
evasion,economic,inf,0,12.578577138453385
evasion,crime,12,0.13333333333333333,12.578577138453385
come,economic,inf,0,7.528721131203847
come,crime,13,0.14285714285714285,7.528721131203847
economic,crime,inf,0,7.5679418443571285
technique,method,1,0.9230769230769231,7.680737338502473
technique,manage,inf,0,7.680737338502473
technique,emergent,inf,0,7.680737338502473
technique,situation,9,0.18181818181818182,7.680737338502473
method,manage,inf,0,6.764446606628318
method,emergent,inf,0,6.764446606628318
method,situation,8,0.2,6.764446606628318
manage,emergent,inf,0,7.726546874533767
manage,situation,inf,0,7.726546874533767
emergent,situation,inf,0,10.786817669225329
mentioned,phasmidia,inf,0,5.683907099019903
mentioned,evolved,inf,0,5.683907099019903
mentioned,water,inf,0,5.683907099019903
phasmidia,evolved,inf,0,12.578577138453385
phasmidia,water,10,0.18181818181818182,12.578577138453385
evolved,water,inf,0,10.275992045459338
platyrrhine,refers,inf,0,11.88542995789344
platyrrhine,broad,12,0.5263157894736842,11.88542995789344
platyrrhine,flat,12,0.2222222222222222,11.88542995789344
platyrrhine,nose,16,0.09523809523809523,11.88542995789344
refers,broad,inf,0,5.683907099019903
refers,flat,inf,0,5.683907099019903
refers,nose,inf,0,5.683907099019903
broad,flat,9,0.36363636363636365,9.02322907696397
broad,nose,12,0.14285714285714285,9.02322907696397
flat,nose,11,0.15384615384615385,8.451442753408292
belong,nematodes,inf,0,7.522331333105076
sum,aside,12,0.14285714285714285,5.5700719563711045
sum,lasting,inf,0,5.5700719563711045
sum,nature,7,0.2222222222222222,5.5700719563711045
money,aside,13,0.13333333333333333,6.2001509548017975
money,lasting,inf,0,6.2001509548017975
money,nature,8,0.2,6.2001509548017975
set,lasting,inf,0,6.692473107003229
set,nature,6,0.25,6.692473107003229
aside,specific,13,0.13333333333333333,8.995058199997274
aside,purpose,13,0.13333333333333333,8.995058199997274
aside,lasting,inf,0,8.995058199997274
aside,nature,11,0.15384615384615385,8.995058199997274
specific,lasting,inf,0,5.9065441929923175
specific,nature,8,0.2,5.9065441929923175
purpose,lasting,inf,0,6.5454909166545825
purpose,nature,8,0.2,6.5454909166545825
lasting,nature,inf,0,9.870526937351174
information,source,9,0.0,6.498643943357794
information,underlying,inf,0,6.498643943357794
information,dynamics,13,0.13333333333333333,6.498643943357794
information,given,9,0.15384615384615385,6.498643943357794
information,stationary,inf,0,6.498643943357794
information,finite,inf,0,6.498643943357794
information,markov,inf,0.0,6.498643943357794
information,chain,8,0.2,6.498643943357794
information,also,inf,0,6.498643943357794
information,called,inf,0,6.498643943357794
source,underlying,inf,0,7.245858345188015
source,dynamics,16,0.0,7.245858345188015
source,given,14,0.0,7.245858345188015
source,stationary,inf,0,7.245858345188015
source,finite,inf,0,7.245858345188015
source,markov,inf,0.36363636363636365,7.245858345188015
source,chain,11,0.0,7.245858345188015
source,called,inf,0,7.245858345188015
underlying,dynamics,inf,0,10.013627780991847
underlying,given,inf,0,10.013627780991847
underlying,stationary,inf,0,10.013627780991847
underlying,finite,inf,0,10.013627780991847
underlying,markov,inf,0,10.013627780991847
underlying,chain,inf,0,10.013627780991847
underlying,also,inf,0,10.013627780991847
underlying,called,inf,0,10.013627780991847
dynamics,given,12,0.4,10.632666989398071
dynamics,stationary,inf,0,10.632666989398071
dynamics,finite,inf,0,10.632666989398071
dynamics,markov,inf,0.0,10.632666989398071
dynamics,chain,15,0.11764705882352941,10.632666989398071
dynamics,also,inf,0,10.632666989398071
dynamics,called,inf,0,10.632666989398071
given,stationary,inf,0,6.26321913693105
given,finite,inf,0,6.26321913693105
given,markov,inf,0.0,6.26321913693105
given,chain,13,0.13333333333333333,6.26321913693105
given,also,inf,0,6.26321913693105
given,called,inf,0,6.26321913693105
stationary,finite,inf,0,10.969139226019283
stationary,markov,inf,0,10.969139226019283
stationary,chain,inf,0,10.969139226019283
stationary,also,inf,0,10.969139226019283
stationary,called,inf,0,10.969139226019283
finite,markov,inf,0,9.805988416213603
finite,chain,inf,0,9.805988416213603
finite,also,inf,0,9.805988416213603
finite,called,inf,0,9.805988416213603
markov,chain,inf,0.0,11.88542995789344
markov,also,inf,0,11.88542995789344
markov,called,inf,0,11.88542995789344
chain,also,inf,0,9.487534685095069
chain,called,inf,0,9.487534685095069
food,partially,inf,0,6.995080829671685
food,digested,inf,0,6.995080829671685
partially,digested,inf,0,9.082069576986903
term,system,11,0.0,6.764446606628318
term,device,9,0.0,6.764446606628318
term,broken,inf,0,6.764446606628318
term,condition,8,0.2,6.764446606628318
term,common,11,0.0,6.764446606628318
term,express,9,0.18181818181818182,6.764446606628318
term,feeling,8,0.2,6.764446606628318
term,tired,inf,0,6.764446606628318
term,sick,8,0.2,6.764446606628318
used,broken,inf,0,4.985706850608566
used,common,inf,0,4.985706850608566
used,feeling,inf,0,4.985706850608566
used,tired,inf,0,4.985706850608566
used,sick,inf,0,4.985706850608566
system,device,2,0.8333333333333334,5.510405138065343
system,broken,inf,0,5.510405138065343
system,condition,10,0.0,5.510405138065343
system,life,11,0.0,5.510405138065343
system,express,10,0.0,5.510405138065343
system,feeling,10,0.0,5.510405138065343
system,tired,inf,0,5.510405138065343
system,sick,8,0.0,5.510405138065343
device,broken,inf,0,6.646331951005374
device,common,9,0.3076923076923077,6.646331951005374
device,life,10,0.0,6.646331951005374
device,express,8,0.0,6.646331951005374
device,feeling,9,0.0,6.646331951005374
device,tired,inf,0,6.646331951005374
device,sick,8,0.0,6.646331951005374
broken,condition,inf,0,9.320480600431901
broken,common,inf,0,9.320480600431901
broken,life,inf,0,9.320480600431901
broken,express,inf,0,9.320480600431901
broken,feeling,inf,0,9.320480600431901
broken,tired,8,0,9.320480600431901
broken,sick,inf,0,9.320480600431901
condition,common,9,0.0,6.19169781909074
condition,express,7,0.2222222222222222,6.19169781909074
condition,feeling,2,0.75,6.19169781909074
condition,tired,inf,0,6.19169781909074
condition,sick,6,0.25,6.19169781909074
common,life,10,0.0,7.175899756581105
common,express,10,0.0,7.175899756581105
common,feeling,9,0.0,7.175899756581105
common,tired,inf,0,7.175899756581105
common,sick,7,0.0,7.175899756581105
life,express,8,0.2,7.331553066292898
life,feeling,3,0.6666666666666666,7.331553066292898
life,tired,inf,0,7.331553066292898
life,sick,7,0.2222222222222222,7.331553066292898
express,feeling,7,0.2222222222222222,9.082069576986903
express,tired,inf,0,9.082069576986903
express,sick,7,0.2222222222222222,9.082069576986903
feeling,tired,inf,0,8.451442753408292
feeling,sick,6,0.25,8.451442753408292
tired,sick,inf,0,11.88542995789344
distribution,charity,12,0.14285714285714285,8.419694055093712
chance,recoup,inf,0,8.315897261412069
chance,sunk,inf,0,8.315897261412069
chance,capital,9,0.18181818181818182,8.315897261412069
recoup,sunk,12,0,11.88542995789344
recoup,capital,inf,0,11.88542995789344
sunk,capital,inf,0,11.479964849785274
quadruped,represents,inf,0,12.578577138453385
quadruped,four,16,0.0,12.578577138453385
quadruped,footed,inf,0,12.578577138453385
quadruped,animal,4,0.75,12.578577138453385
represents,footed,inf,0,6.9190949226937635
represents,animal,inf,0,6.9190949226937635
four,footed,inf,0,8.435442412061851
four,animal,12,0.0,8.435442412061851
footed,animal,inf,0,11.88542995789344
subdued,tendency,inf,0,10.632666989398071
subdued,market,inf,0,10.632666989398071
subdued,may,inf,0,10.632666989398071
subdued,continue,inf,0,10.632666989398071
subdued,time,inf,0,10.632666989398071
tendency,market,7,0.36363636363636365,8.571243953220913
tendency,may,10,0.16666666666666666,8.571243953220913
tendency,continue,inf,0,8.571243953220913
tendency,time,7,0.36363636363636365,8.571243953220913
market,may,11,0.15384615384615385,6.550298618222686
market,continue,inf,0,6.550298618222686
may,continue,inf,0,6.229438147073586
continue,time,inf,0,8.501039694547664
punch,hurts,15,0.1111111111111111,10.381352561117165
information,considered,inf,0,6.498643943357794
information,key,8,0.0,6.498643943357794
information,role,9,0.16666666666666666,6.498643943357794
information,core,7,0.2222222222222222,6.498643943357794
information,operation,7,0.2222222222222222,6.498643943357794
information,business,8,0.2,6.498643943357794
information,also,inf,0,6.498643943357794
information,called,inf,0,6.498643943357794
information,reference,4,0.6,6.498643943357794
considered,play,inf,0,6.84847735547981
considered,key,inf,0,6.84847735547981
considered,role,inf,0,6.84847735547981
considered,core,inf,0,6.84847735547981
considered,operation,inf,0,6.84847735547981
considered,business,inf,0,6.84847735547981
considered,also,inf,0,6.84847735547981
considered,called,inf,0,6.84847735547981
considered,reference,inf,0,6.84847735547981
considered,data,inf,0,6.84847735547981
play,key,10,0.0,8.608285224901262
play,role,10,0.14285714285714285,8.608285224901262
play,core,9,0.18181818181818182,8.608285224901262
play,operation,9,0.18181818181818182,8.608285224901262
play,business,10,0.16666666666666666,8.608285224901262
play,also,inf,0,8.608285224901262
play,called,inf,0,8.608285224901262
play,reference,8,0.3333333333333333,8.608285224901262
play,data,8,0.2,8.608285224901262
key,role,14,0.0,8.221868311763792
key,core,10,0.0,8.221868311763792
key,operation,11,0.0,8.221868311763792
key,business,10,0.0,8.221868311763792
key,also,inf,0,8.221868311763792
key,called,inf,0,8.221868311763792
key,reference,10,0.0,8.221868311763792
key,data,9,0.0,8.221868311763792
role,core,9,0.15384615384615385,8.707376127545494
role,operation,11,0.15384615384615385,8.707376127545494
role,business,12,0.14285714285714285,8.707376127545494
role,also,inf,0,8.707376127545494
role,called,inf,0,8.707376127545494
role,reference,11,0.14285714285714285,8.707376127545494
role,data,8,0.16666666666666666,8.707376127545494
core,operation,8,0.2,9.359701313585184
core,business,7,0.36363636363636365,9.359701313585184
core,also,inf,0,9.359701313585184
core,called,inf,0,9.359701313585184
core,reference,9,0.18181818181818182,9.359701313585184
