word1,word2,path_similarity,wu_palmer_similarity,ic_resnik
order,request,6,0.18181818181818182,6.641040933370958
order,undertake,inf,0,6.641040933370958
order,capital,10,0.16666666666666666,6.641040933370958
request,undertake,inf,0,8.014228946985549
request,capital,7,0.2222222222222222,8.014228946985549
undertake,capital,inf,0,8.518134127906965
written,verbal,inf,0,6.901823336185102
written,request,inf,0,6.901823336185102
written,someone,inf,0,6.901823336185102
written,present,inf,0,6.901823336185102
written,occasion,inf,0,6.901823336185102
verbal,request,inf,0,10.093670488665383
verbal,someone,inf,0,10.093670488665383
verbal,present,inf,0,10.093670488665383
verbal,occasion,inf,0,10.093670488665383
request,someone,7,0.0,8.014228946985549
request,present,6,0.25,8.014228946985549
request,occasion,7,0.2222222222222222,8.014228946985549
someone,present,7,0.0,4.8283929761955475
someone,occasion,8,0.0,4.8283929761955475
present,occasion,7,0.2222222222222222,6.369987112356756
page,map,10,0.13333333333333333,7.245858345188015
page,table,11,0.15384615384615385,7.245858345188015
page,hybrid,9,0.42857142857142855,7.245858345188015
page,entire,14,0.11764705882352941,7.245858345188015
page,tables,11,0.15384615384615385,7.245858345188015
page,integrated,inf,0,7.245858345188015
page,proposed,inf,0,7.245858345188015
page,block,8,0.15384615384615385,7.245858345188015
page,stored,inf,0,7.245858345188015
page,part,6,0.5454545454545454,7.245858345188015
page,flash,12,0.15384615384615385,7.245858345188015
page,storage,16,0.11764705882352941,7.245858345188015
page,recover,inf,0,7.245858345188015
page,lost,11,0.16666666666666666,7.245858345188015
map,table,8,0.0,9.68820538055722
map,hybrid,12,0.0,9.68820538055722
map,entire,10,0.375,9.68820538055722
map,tables,8,0.0,9.68820538055722
map,integrated,inf,0,9.68820538055722
map,proposed,inf,0,9.68820538055722
map,block,4,0.6666666666666666,9.68820538055722
map,stored,inf,0,9.68820538055722
map,part,9,0.0,9.68820538055722
map,flash,9,0.0,9.68820538055722
map,storage,12,0.0,9.68820538055722
map,recover,inf,0,9.68820538055722
map,lost,9,0.0,9.68820538055722
map,data,9,0.0,9.68820538055722
table,hybrid,9,0.18181818181818182,8.067717631936535
table,entire,12,0.0,8.067717631936535
table,tables,0,1.0,8.067717631936535
table,integrated,inf,0,8.067717631936535
table,proposed,inf,0,8.067717631936535
table,block,6,0.0,8.067717631936535
table,stored,inf,0,8.067717631936535
table,part,6,0.25,8.067717631936535
table,flash,8,0.2,8.067717631936535
table,storage,12,0.14285714285714285,8.067717631936535
table,recover,inf,0,8.067717631936535
table,lost,5,0.4444444444444444,8.067717631936535
table,data,5,0.4444444444444444,8.067717631936535
hybrid,entire,13,0.0,9.68820538055722
hybrid,tables,9,0.18181818181818182,9.68820538055722
hybrid,integrated,inf,0,9.68820538055722
hybrid,proposed,inf,0,9.68820538055722
hybrid,block,10,0.0,9.68820538055722
hybrid,stored,inf,0,9.68820538055722
hybrid,part,3,0.6666666666666666,9.68820538055722
hybrid,flash,9,0.18181818181818182,9.68820538055722
hybrid,storage,13,0.13333333333333333,9.68820538055722
hybrid,recover,inf,0,9.68820538055722
hybrid,lost,8,0.2,9.68820538055722
hybrid,data,8,0.2,9.68820538055722
entire,tables,12,0.0,8.686756840342758
entire,integrated,inf,0,8.686756840342758
entire,proposed,inf,0,8.686756840342758
entire,block,8,0.42857142857142855,8.686756840342758
entire,stored,inf,0,8.686756840342758
entire,part,10,0.0,8.686756840342758
entire,flash,13,0.0,8.686756840342758
entire,storage,17,0.0,8.686756840342758
entire,recover,inf,0,8.686756840342758
entire,lost,12,0.0,8.686756840342758
entire,data,12,0.0,8.686756840342758
tables,integrated,inf,0,8.067717631936535
tables,proposed,inf,0,8.067717631936535
tables,block,6,0.0,8.067717631936535
tables,stored,inf,0,8.067717631936535
tables,part,6,0.25,8.067717631936535
tables,flash,8,0.2,8.067717631936535
tables,storage,12,0.14285714285714285,8.067717631936535
tables,recover,inf,0,8.067717631936535
tables,lost,5,0.4444444444444444,8.067717631936535
tables,data,5,0.4444444444444444,8.067717631936535
integrated,proposed,inf,0,8.359069433277277
integrated,block,inf,0,8.359069433277277
integrated,stored,11,0,8.359069433277277
integrated,part,inf,0,8.359069433277277
integrated,flash,inf,0,8.359069433277277
integrated,storage,inf,0,8.359069433277277
integrated,recover,22,0,8.359069433277277
integrated,lost,inf,0,8.359069433277277
proposed,block,inf,0,8.467703274280073
proposed,stored,inf,0,8.467703274280073
proposed,part,inf,0,8.467703274280073
proposed,flash,inf,0,8.467703274280073
proposed,storage,inf,0,8.467703274280073
proposed,recover,inf,0,8.467703274280073
proposed,lost,inf,0,8.467703274280073
proposed,data,inf,0,8.467703274280073
block,stored,inf,0,8.209129285986362
block,part,7,0.0,8.209129285986362
block,flash,9,0.0,8.209129285986362
block,storage,13,0.0,8.209129285986362
block,recover,inf,0,8.209129285986362
block,lost,7,0.0,8.209129285986362
stored,part,inf,0,7.484826937646622
stored,flash,inf,0,7.484826937646622
stored,storage,inf,0,7.484826937646622
stored,recover,21,0,7.484826937646622
stored,lost,inf,0,7.484826937646622
part,flash,6,0.25,5.5910868914523935
part,storage,10,0.16666666666666666,5.5910868914523935
part,recover,inf,0,5.5910868914523935
part,lost,5,0.2857142857142857,5.5910868914523935
part,data,5,0.2857142857142857,5.5910868914523935
flash,storage,8,0.42857142857142855,10.093670488665383
flash,recover,inf,0,10.093670488665383
flash,lost,7,0.2222222222222222,10.093670488665383
flash,data,6,0.2222222222222222,10.093670488665383
storage,recover,inf,0,7.061124241988677
storage,lost,11,0.15384615384615385,7.061124241988677
storage,data,9,0.15384615384615385,7.061124241988677
recover,lost,inf,0,8.404189868557747
recover,data,inf,0,8.404189868557747
scsi,commonly,inf,0,11.479964849785274
scsi,used,inf,0,11.479964849785274
scsi,hard,inf,0,11.479964849785274
scsi,disks,15,0.0,11.479964849785274
scsi,tape,9,0.47058823529411764,11.479964849785274
scsi,drives,16,0.0,11.479964849785274
scsi,connect,inf,0,11.479964849785274
scsi,wide,inf,0,11.479964849785274
scsi,range,15,0.0,11.479964849785274
scsi,devices,16,0.0,11.479964849785274
scsi,including,inf,0,11.479964849785274
scsi,scanners,17,0.3,11.479964849785274
scsi,cd,13,0.11764705882352941,11.479964849785274
commonly,hard,inf,0,6.480502856287144
commonly,disks,inf,0,6.480502856287144
commonly,tape,inf,0,6.480502856287144
commonly,drives,inf,0,6.480502856287144
commonly,connect,inf,0,6.480502856287144
commonly,wide,inf,0,6.480502856287144
commonly,range,inf,0,6.480502856287144
commonly,devices,inf,0,6.480502856287144
commonly,including,inf,0,6.480502856287144
commonly,scanners,inf,0,6.480502856287144
commonly,cd,inf,0,6.480502856287144
used,hard,inf,0,4.985706850608566
used,disks,inf,0,4.985706850608566
used,tape,inf,0,4.985706850608566
used,drives,inf,0,4.985706850608566
used,connect,inf,0,4.985706850608566
used,including,inf,0,4.985706850608566
used,scanners,inf,0,4.985706850608566
used,cd,inf,0,4.985706850608566
hard,disks,inf,0,7.4486784235303105
hard,tape,inf,0,7.4486784235303105
hard,connect,inf,0,7.4486784235303105
hard,wide,inf,0,7.4486784235303105
hard,range,inf,0,7.4486784235303105
hard,devices,inf,0,7.4486784235303105
hard,including,inf,0,7.4486784235303105
hard,scanners,inf,0,7.4486784235303105
hard,cd,inf,0,7.4486784235303105
disks,tape,10,0.0,7.528721131203847
disks,drives,9,0.18181818181818182,7.528721131203847
disks,connect,inf,0,7.528721131203847
disks,wide,inf,0,7.528721131203847
disks,range,7,0.36363636363636365,7.528721131203847
disks,devices,9,0.18181818181818182,7.528721131203847
disks,including,inf,0,7.528721131203847
disks,scanners,14,0.0,7.528721131203847
disks,cd,10,0.18181818181818182,7.528721131203847
tape,drives,11,0.0,8.344470633856124
tape,connect,inf,0,8.344470633856124
tape,wide,inf,0,8.344470633856124
tape,range,10,0.0,8.344470633856124
tape,devices,12,0.0,8.344470633856124
tape,including,inf,0,8.344470633856124
tape,scanners,12,0.4,8.344470633856124
tape,cd,10,0.16666666666666666,8.344470633856124
drives,connect,inf,0,8.135925881963068
drives,wide,inf,0,8.135925881963068
drives,range,10,0.16666666666666666,8.135925881963068
drives,devices,8,0.3333333333333333,8.135925881963068
drives,including,inf,0,8.135925881963068
drives,scanners,15,0.0,8.135925881963068
connect,wide,inf,0,7.041242871434847
connect,range,inf,0,7.041242871434847
connect,devices,inf,0,7.041242871434847
connect,including,inf,0,7.041242871434847
connect,scanners,inf,0,7.041242871434847
connect,cd,inf,0,7.041242871434847
wide,range,inf,0,8.112669019798801
wide,devices,inf,0,8.112669019798801
wide,including,inf,0,8.112669019798801
wide,scanners,inf,0,8.112669019798801
wide,cd,inf,0,8.112669019798801
range,devices,10,0.16666666666666666,8.024700246852843
range,including,inf,0,8.024700246852843
range,scanners,15,0.0,8.024700246852843
range,cd,11,0.16666666666666666,8.024700246852843
devices,including,inf,0,7.750263401151083
devices,scanners,15,0.0,7.750263401151083
devices,cd,11,0.16666666666666666,7.750263401151083
including,scanners,inf,0,7.061124241988677
including,cd,inf,0,7.061124241988677
scanners,cd,13,0.13333333333333333,10.275992045459338
pin,number,12,0.0,10.275992045459338
pin,secret,11,0.0,10.275992045459338
pin,numeric,inf,0,10.275992045459338
pin,password,11,0.0,10.275992045459338
pin,shared,inf,0,10.275992045459338
pin,user,9,0.5,10.275992045459338
pin,system,6,0.5714285714285714,10.275992045459338
pin,used,inf,0,10.275992045459338
pin,authenticate,inf,0,10.275992045459338
number,secret,9,0.18181818181818182,6.53832242717597
number,numeric,inf,0,6.53832242717597
number,password,10,0.16666666666666666,6.53832242717597
number,shared,inf,0,6.53832242717597
number,user,10,0.0,6.53832242717597
number,authenticate,inf,0,6.53832242717597
secret,numeric,inf,0,8.889697684339447
secret,password,3,0.7272727272727273,8.889697684339447
secret,shared,inf,0,8.889697684339447
secret,user,9,0.0,8.889697684339447
secret,system,10,0.0,8.889697684339447
secret,used,inf,0,8.889697684339447
secret,authenticate,inf,0,8.889697684339447
numeric,password,inf,0,9.805988416213603
numeric,shared,inf,0,9.805988416213603
numeric,user,inf,0,9.805988416213603
numeric,system,inf,0,9.805988416213603
numeric,used,inf,0,9.805988416213603
numeric,authenticate,inf,0,9.805988416213603
password,shared,inf,0,9.939519808838126
password,user,10,0.0,9.939519808838126
password,system,11,0.0,9.939519808838126
password,used,inf,0,9.939519808838126
password,authenticate,inf,0,9.939519808838126
shared,user,inf,0,8.889697684339447
shared,system,inf,0,8.889697684339447
shared,used,inf,0,8.889697684339447
shared,authenticate,inf,0,8.889697684339447
user,authenticate,inf,0,7.0531241993216005
system,authenticate,inf,0,5.510405138065343
used,authenticate,inf,0,4.985706850608566
banks,disburse,inf,0,7.3210817664256025
banks,sanctioned,inf,0,7.3210817664256025
banks,end,inf,0.3076923076923077,7.3210817664256025
banks,current,inf,0.14285714285714285,7.3210817664256025
banks,financial,inf,0,7.3210817664256025
disburse,sanctioned,26,0,9.487534685095069
disburse,loan,inf,0,9.487534685095069
disburse,amount,inf,0,9.487534685095069
disburse,end,inf,0,9.487534685095069
disburse,current,inf,0,9.487534685095069
disburse,financial,inf,0,9.487534685095069
disburse,year,inf,0,9.487534685095069
sanctioned,loan,inf,0,8.045977645300129
sanctioned,amount,inf,0,8.045977645300129
sanctioned,end,inf,0,8.045977645300129
sanctioned,current,inf,0,8.045977645300129
sanctioned,financial,inf,0,8.045977645300129
sanctioned,year,inf,0,8.045977645300129
loan,end,12,0.0,6.34220754824968
loan,current,13,0.0,6.34220754824968
loan,year,9,0.18181818181818182,6.34220754824968
amount,end,11,0.0,5.5700719563711045
amount,year,8,0.2,5.5700719563711045
end,current,11,0.15384615384615385,7.136159427931591
end,financial,inf,0,7.136159427931591
current,financial,inf,0,7.750263401151083
financial,year,inf,0,6.864844332944015
institution,devoted,inf,0,7.326303710406754
institution,study,11,0.14285714285714285,7.326303710406754
institution,particular,9,0.18181818181818182,7.326303710406754
institution,field,8,0.0,7.326303710406754
devoted,study,inf,0,9.24637262827818
devoted,particular,inf,0,9.24637262827818
devoted,field,inf,0,9.24637262827818
study,particular,10,0.26666666666666666,6.901823336185102
study,field,13,0.0,6.901823336185102
particular,field,11,0.0,5.9065441929923175
recovery,loss,11,0.15384615384615385,8.419694055093712
recovery,done,inf,0,8.419694055093712
recovery,worker,12,0.0,8.419694055093712
recovery,salary,15,0.11764705882352941,8.419694055093712
loss,done,inf,0,7.069188801825407
loss,worker,9,0.0,7.069188801825407
loss,salary,6,0.5714285714285714,7.069188801825407
done,worker,inf,0,5.459750889391307
done,salary,inf,0,5.459750889391307
worker,salary,13,0.0,8.288117697304994
pact,agreement,2,0.8333333333333334,10.786817669225329
pact,treaty,0,1.0,10.786817669225329
pact,two,12,0.14285714285714285,10.786817669225329
pact,nations,12,0.14285714285714285,10.786817669225329
agreement,treaty,2,0.8333333333333334,7.442778701403123
agreement,two,10,0.16666666666666666,7.442778701403123
agreement,nations,10,0.16666666666666666,7.442778701403123
treaty,two,12,0.14285714285714285,10.786817669225329
treaty,nations,12,0.14285714285714285,10.786817669225329
two,nations,12,0.14285714285714285,5.997938001168436
totals,principle,11,0.0,7.290310107758849
totals,items,7,0.0,7.290310107758849
principle,items,9,0.18181818181818182,8.159736530656787
industry,makes,14,0.125,7.6441032053226925
industry,equipments,11,0.0,7.6441032053226925
industry,main,11,0.0,7.6441032053226925
makes,equipments,15,0.0,6.592125133168946
makes,main,13,0.0,6.592125133168946
equipments,main,8,0.2,7.983457288318794
disturbance,normal,7,0.36363636363636365,9.487534685095069
disturbance,function,8,0.2,9.487534685095069
disturbance,structure,10,0.0,9.487534685095069
disturbance,body,11,0.0,9.487534685095069
disturbance,part,7,0.2222222222222222,9.487534685095069
normal,structure,10,0.0,7.123256023095683
normal,part,6,0.25,7.123256023095683
herbal,plant,12,0.14285714285714285,10.786817669225329
herbal,family,13,0.15384615384615385,10.786817669225329
herbal,asteraceae,15,0.13333333333333333,10.786817669225329
herbal,head,11,0.15384615384615385,10.786817669225329
herbal,small,10,0.16666666666666666,10.786817669225329
herbal,single,17,0.11764705882352941,10.786817669225329
herbal,yellow,14,0.14285714285714285,10.786817669225329
herbal,daisies,14,0.1111111111111111,10.786817669225329
plant,asteraceae,13,0.0,5.846366431986178
plant,head,11,0.15384615384615385,5.846366431986178
plant,small,10,0.16666666666666666,5.846366431986178
plant,single,16,0.0,5.846366431986178
plant,yellow,12,0.0,5.846366431986178
plant,daisies,12,0.3333333333333333,5.846366431986178
family,asteraceae,10,0.2857142857142857,6.98015517945501
family,head,12,0.0,6.98015517945501
family,small,11,0.0,6.98015517945501
family,single,14,0.125,6.98015517945501
family,daisies,13,0.0,6.98015517945501
asteraceae,head,14,0.0,10.275992045459338
asteraceae,small,13,0.0,10.275992045459338
asteraceae,single,16,0.1111111111111111,10.275992045459338
asteraceae,yellow,13,0.13333333333333333,10.275992045459338
asteraceae,daisies,11,0.0,10.275992045459338
head,small,3,0.7272727272727273,7.2079391103257215
head,single,16,0.0,7.2079391103257215
head,yellow,13,0.0,7.2079391103257215
head,daisies,14,0.11764705882352941,7.2079391103257215
small,single,15,0.0,6.222469477757493
small,yellow,12,0.0,6.222469477757493
small,daisies,13,0.125,6.222469477757493
single,yellow,15,0.11764705882352941,7.189505408636883
single,daisies,19,0.0,7.189505408636883
yellow,daisies,16,0.0,8.707376127545494
linked,data,inf,0,5.174906848441011
linked,structure,inf,0,5.174906848441011
linked,consists,inf,0,5.174906848441011
linked,set,inf,0,5.174906848441011
linked,records,inf,0,5.174906848441011
data,consists,inf,0,5.900235023799053
structure,consists,inf,0,6.288861567544387
structure,set,7,0.0,6.288861567544387
structure,records,10,0.0,6.288861567544387
consists,records,inf,0,7.280259771905348
set,records,7,0.2222222222222222,6.692473107003229
order,detailing,4,0.7142857142857143,6.641040933370958
order,amount,10,0.16666666666666666,6.641040933370958
order,assessment,10,0.2857142857142857,6.641040933370958
detailing,assessment,10,0.2857142857142857,9.870526937351174
amount,assessment,10,0.16666666666666666,5.5700719563711045
send,away,inf,0,8.707376127545494
send,country,inf,0,8.707376127545494
send,punishment,inf,0,8.707376127545494
someone,away,inf,0,4.8283929761955475
someone,country,10,0.0,4.8283929761955475
someone,punishment,9,0.0,4.8283929761955475
away,country,inf,0,8.045977645300129
away,punishment,inf,0,8.045977645300129
country,punishment,10,0.15384615384615385,6.378067964410694
empire,began,inf,0,10.632666989398071
empire,alliance,10,0.0,10.632666989398071
empire,three,13,0.0,10.632666989398071
empire,cities,6,0.5714285714285714,10.632666989398071
empire,like,15,0.0,10.632666989398071
began,alliance,inf,0,8.728429536743326
began,three,inf,0,8.728429536743326
began,cities,inf,0,8.728429536743326
began,like,inf,0,8.728429536743326
alliance,three,11,0.15384615384615385,10.275992045459338
alliance,cities,12,0.0,10.275992045459338
alliance,like,13,0.13333333333333333,10.275992045459338
three,cities,15,0.0,7.8249869473470195
three,like,14,0.125,7.8249869473470195
cities,like,17,0.0,7.581364864689269
formation,resistance,8,0.2,7.851189319741044
formation,adding,inf,0,7.851189319741044
formation,altering,12,0.14285714285714285,7.851189319741044
formation,substance,6,0.2857142857142857,7.851189319741044
resistance,adding,inf,0,8.96765922580916
resistance,altering,8,0.5,8.96765922580916
resistance,substance,8,0.2222222222222222,8.96765922580916
adding,altering,inf,0,7.851189319741044
altering,substance,12,0.15384615384615385,10.275992045459338
branch,mechanics,16,0.1111111111111111,6.98015517945501
branch,deal,11,0.14285714285714285,6.98015517945501
branch,motion,10,0.16666666666666666,6.98015517945501
branch,body,13,0.0,6.98015517945501
branch,system,12,0.0,6.98015517945501
branch,bodies,13,0.0,6.98015517945501
branch,giving,13,0.13333333333333333,6.98015517945501
branch,consideration,13,0.13333333333333333,6.98015517945501
branch,mass,10,0.16666666666666666,6.98015517945501
branch,forces,12,0.14285714285714285,6.98015517945501
branch,acting,12,0.14285714285714285,6.98015517945501
mechanics,deal,12,0.25,10.786817669225329
mechanics,study,12,0.21052631578947367,10.786817669225329
mechanics,motion,12,0.14285714285714285,10.786817669225329
mechanics,body,15,0.0,10.786817669225329
mechanics,system,15,0.0,10.786817669225329
mechanics,bodies,15,0.0,10.786817669225329
mechanics,giving,12,0.23529411764705882,10.786817669225329
mechanics,consideration,11,0.35294117647058826,10.786817669225329
mechanics,mass,11,0.14285714285714285,10.786817669225329
mechanics,forces,14,0.125,10.786817669225329
mechanics,acting,7,0.75,10.786817669225329
deal,study,7,0.5333333333333333,7.402427405879555
deal,motion,7,0.2,7.402427405879555
deal,body,11,0.0,7.402427405879555
deal,system,11,0.0,7.402427405879555
deal,bodies,11,0.0,7.402427405879555
deal,giving,6,0.6153846153846154,7.402427405879555
deal,consideration,9,0.3076923076923077,7.402427405879555
deal,mass,8,0.2,7.402427405879555
deal,forces,10,0.16666666666666666,7.402427405879555
deal,acting,5,0.6666666666666666,7.402427405879555
study,motion,8,0.15384615384615385,6.901823336185102
study,giving,7,0.5,6.901823336185102
study,consideration,11,0.25,6.901823336185102
study,mass,10,0.15384615384615385,6.901823336185102
study,forces,12,0.13333333333333333,6.901823336185102
study,acting,5,0.6666666666666666,6.901823336185102
motion,system,9,0.0,8.840907520170015
motion,bodies,9,0.0,8.840907520170015
motion,giving,7,0.18181818181818182,8.840907520170015
motion,consideration,9,0.18181818181818182,8.840907520170015
motion,mass,6,0.25,8.840907520170015
motion,forces,8,0.2,8.840907520170015
motion,acting,6,0.2,8.840907520170015
body,bodies,0,1.0,5.770642194753458
body,giving,12,0.0,5.770642194753458
body,consideration,12,0.0,5.770642194753458
body,forces,11,0.0,5.770642194753458
body,acting,11,0.0,5.770642194753458
system,bodies,5,0.5454545454545454,5.510405138065343
system,giving,12,0.0,5.510405138065343
system,consideration,13,0.0,5.510405138065343
system,mass,9,0.0,5.510405138065343
system,forces,12,0.0,5.510405138065343
system,acting,10,0.0,5.510405138065343
bodies,giving,12,0.0,5.770642194753458
bodies,consideration,12,0.0,5.770642194753458
bodies,mass,9,0.0,5.770642194753458
bodies,forces,11,0.0,5.770642194753458
bodies,acting,11,0.0,5.770642194753458
giving,consideration,10,0.2857142857142857,7.742295231501906
giving,mass,9,0.18181818181818182,7.742295231501906
giving,forces,11,0.15384615384615385,7.742295231501906
giving,acting,5,0.6153846153846154,7.742295231501906
consideration,mass,9,0.18181818181818182,8.359069433277277
consideration,forces,11,0.15384615384615385,8.359069433277277
consideration,acting,9,0.46153846153846156,8.359069433277277
mass,forces,7,0.4,7.983457288318794
mass,acting,8,0.2,7.983457288318794
forces,acting,10,0.16666666666666666,7.431082661639931
prophylaxis,tried,inf,0,11.479964849785274
prophylaxis,tested,inf,0,11.479964849785274
prophylaxis,method,9,0.3076923076923077,11.479964849785274
prophylaxis,treatment,7,0.5333333333333333,11.479964849785274
prophylaxis,hiv,15,0.11764705882352941,11.479964849785274
prophylaxis,patients,12,0.0,11.479964849785274
tried,tested,inf,0,9.052216613837222
tried,method,inf,0,9.052216613837222
tried,treatment,inf,0,9.052216613837222
tried,hiv,inf,0,9.052216613837222
tried,patients,inf,0,9.052216613837222
tested,method,inf,0,9.68820538055722
tested,treatment,inf,0,9.68820538055722
tested,hiv,inf,0,9.68820538055722
tested,patients,inf,0,9.68820538055722
method,treatment,10,0.2857142857142857,6.764446606628318
method,hiv,13,0.125,6.764446606628318
method,patients,11,0.0,6.764446606628318
treatment,hiv,15,0.1111111111111111,7.20329873076922
treatment,patients,13,0.0,7.20329873076922
hiv,patients,14,0.0,10.632666989398071
freight,gone,inf,0,8.112669019798801
freight,waste,9,0.16666666666666666,8.112669019798801
freight,recovered,inf,0,8.112669019798801
gone,waste,inf,0,7.703379815252233
gone,recovered,inf,0,7.703379815252233
waste,recovered,inf,0,8.865005071749076
plate,like,18,0.0,8.865005071749076
plate,structure,7,0.5333333333333333,8.865005071749076
plate,associated,inf,0,8.865005071749076
plate,jaw,14,0.10526315789473684,8.865005071749076
like,associated,inf,0,6.2833111370137384
like,jaw,16,0.0,6.2833111370137384
structure,associated,inf,0,6.288861567544387
structure,jaw,9,0.14285714285714285,6.288861567544387
associated,jaw,inf,0,5.174906848441011
associated,insects,inf,0,5.174906848441011
jaw,insects,13,0.1111111111111111,9.320480600431901
greater,frequency,inf,0,8.995058199997274
organ,upper,14,0.125,7.184949592101023
organ,vagina,5,0.6153846153846154,7.184949592101023
organ,penis,2,0.8333333333333334,7.184949592101023
upper,vagina,17,0.10526315789473684,7.915138044341317
upper,female,12,0.3333333333333333,7.915138044341317
upper,penis,16,0.1111111111111111,7.915138044341317
part,vagina,10,0.0,5.5910868914523935
part,female,8,0.0,5.5910868914523935
part,penis,9,0.0,5.5910868914523935
vagina,female,12,0.13333333333333333,8.96765922580916
vagina,penis,7,0.5333333333333333,8.96765922580916
female,penis,11,0.14285714285714285,7.703379815252233
due,adoption,14,0.2222222222222222,6.1031444217492945
due,write,inf,0,6.1031444217492945
due,procedure,11,0.26666666666666666,6.1031444217492945
due,value,6,0.6666666666666666,6.1031444217492945
due,computers,14,0.0,6.1031444217492945
due,purchased,inf,0,6.1031444217492945
due,prices,13,0.13333333333333333,6.1031444217492945
due,come,14,0.13333333333333333,6.1031444217492945
due,zero,11,0.15384615384615385,6.1031444217492945
adoption,write,inf,0,11.192282777333494
adoption,procedure,5,0.6666666666666666,11.192282777333494
adoption,value,14,0.2222222222222222,11.192282777333494
adoption,computers,16,0.0,11.192282777333494
adoption,purchased,inf,0,11.192282777333494
adoption,high,12,0.14285714285714285,11.192282777333494
adoption,prices,13,0.13333333333333333,11.192282777333494
adoption,come,14,0.13333333333333333,11.192282777333494
adoption,zero,11,0.15384615384615385,11.192282777333494
write,procedure,inf,0,6.901823336185102
write,value,inf,0,6.901823336185102
write,computers,inf,0,6.901823336185102
write,purchased,18,0,6.901823336185102
write,high,inf,0,6.901823336185102
write,prices,inf,0,6.901823336185102
write,come,inf,0,6.901823336185102
write,zero,inf,0,6.901823336185102
procedure,value,11,0.26666666666666666,5.30479082060849
procedure,computers,13,0.0,5.30479082060849
procedure,purchased,inf,0,5.30479082060849
procedure,high,9,0.18181818181818182,5.30479082060849
procedure,prices,10,0.16666666666666666,5.30479082060849
procedure,come,11,0.16666666666666666,5.30479082060849
procedure,zero,8,0.2,5.30479082060849
value,computers,14,0.0,6.476018543839816
value,purchased,inf,0,6.476018543839816
value,high,12,0.14285714285714285,6.476018543839816
value,come,14,0.13333333333333333,6.476018543839816
value,zero,11,0.15384615384615385,6.476018543839816
computers,purchased,inf,0,5.669822359138164
computers,high,11,0.0,5.669822359138164
computers,prices,13,0.0,5.669822359138164
computers,come,10,0.14285714285714285,5.669822359138164
computers,zero,11,0.0,5.669822359138164
purchased,high,inf,0,8.627333419871958
purchased,prices,inf,0,8.627333419871958
purchased,come,inf,0,8.627333419871958
purchased,zero,inf,0,8.627333419871958
high,prices,7,0.36363636363636365,6.98015517945501
high,come,10,0.18181818181818182,6.98015517945501
high,zero,7,0.2222222222222222,6.98015517945501
prices,come,11,0.16666666666666666,6.400633024402784
prices,zero,8,0.2,6.400633024402784
come,zero,9,0.2,7.528721131203847
place,transactions,12,0.0,6.107777634670782
place,relating,inf,0,6.107777634670782
place,shares,10,0.0,6.107777634670782
place,routed,inf,0,6.107777634670782
transactions,takes,14,0.125,7.431082661639931
relating,takes,inf,0,5.174906848441011
relating,routed,inf,0,5.174906848441011
shares,takes,6,0.5714285714285714,6.635777763326684
shares,routed,inf,0,6.635777763326684
takes,routed,inf,0,6.901823336185102
outward,visible,inf,0,9.805988416213603
outward,form,inf,0,9.805988416213603
visible,form,inf,0,8.344470633856124
method,reducing,12,0.0,6.764446606628318
method,storage,11,0.26666666666666666,6.764446606628318
method,eliminating,inf,0,6.764446606628318
method,redundant,inf,0,6.764446606628318
used,reducing,inf,0,4.985706850608566
used,storage,inf,0,4.985706850608566
used,eliminating,inf,0,4.985706850608566
used,redundant,inf,0,4.985706850608566
reducing,storage,14,0.0,9.21128130846691
reducing,needs,11,0.0,9.21128130846691
reducing,eliminating,inf,0,9.21128130846691
reducing,redundant,inf,0,9.21128130846691
reducing,data,10,0.0,9.21128130846691
storage,needs,12,0.14285714285714285,7.061124241988677
storage,eliminating,inf,0,7.061124241988677
storage,redundant,inf,0,7.061124241988677
storage,data,9,0.15384615384615385,7.061124241988677
needs,eliminating,inf,0,7.396793588161299
needs,redundant,inf,0,7.396793588161299
needs,data,7,0.2222222222222222,7.396793588161299
eliminating,redundant,inf,0,9.400523308105438
eliminating,data,inf,0,9.400523308105438
redundant,data,inf,0,10.632666989398071
determine,scope,inf,0,7.541624536039755
concept,structured,inf,0,8.451442753408292
concept,programming,10,0.2857142857142857,8.451442753408292
concept,started,inf,0,8.451442753408292
concept,late,inf,0,8.451442753408292
concept,article,11,0.15384615384615385,8.451442753408292
structured,programming,inf,0,9.805988416213603
structured,started,inf,0,9.805988416213603
structured,late,inf,0,9.805988416213603
structured,article,inf,0,9.805988416213603
programming,started,inf,0,7.374570451376589
programming,late,inf,0,7.374570451376589
programming,article,12,0.13333333333333333,7.374570451376589
started,late,inf,0,8.728429536743326
started,article,inf,0,8.728429536743326
late,article,inf,0,9.634138159286945
surrender,conditions,7,0.46153846153846156,10.275992045459338
surrender,agreed,inf,0,10.275992045459338
conditions,agreed,inf,0,7.60184339603281
location,person,4,0.6666666666666666,7.842378690058889
location,thing,6,0.0,7.842378690058889
location,may,10,0.0,7.842378690058889
location,found,13,0.0,7.842378690058889
person,may,10,0.0,4.8283929761955475
person,found,13,0.0,4.8283929761955475
thing,may,10,0.16666666666666666,7.588144551674648
thing,found,13,0.13333333333333333,7.588144551674648
may,found,15,0.11764705882352941,6.229438147073586
name,given,12,0.14285714285714285,6.749631520843177
name,related,inf,0,6.749631520843177
name,species,8,0.2,6.749631520843177
given,particular,9,0.4,6.26321913693105
given,group,9,0.18181818181818182,6.26321913693105
